collection_id,type,type_sub,name,name_en,filename,rarity,price_type,price,flavor,flavor_en
1015,animmal,none,ペンギン,ペンギン_en,zoo15.png,1,coin,5000,色白なペンギン。こう見えても海洋生物に非常に詳しく、人間に生まれていたら学者になりたかったぐらい。,色白なペンギン。こう見えても海洋生物に非常に詳しく、人間に生まれていたら学者になりたかったぐらい。_en
1016,animmal,none,アザラシ,アザラシ_en,zoo16.png,1,coin,5000,普通のアザラシ。特に自分を特別な存在とも可愛いとも思ってない割と謙虚なタイプ。,普通のアザラシ。特に自分を特別な存在とも可愛いとも思ってない割と謙虚なタイプ。_en
1017,animmal,none,オコジョ,オコジョ_en,zoo17.png,1,coin,5000,普通のオコジョ。日頃から毛皮にされたらどうしようか悩んでいる気が小さいタイプ。イタチの仲間。,普通のオコジョ。日頃から毛皮にされたらどうしようか悩んでいる気が小さいタイプ。イタチの仲間。_en
1018,animmal,none,アライグマ,アライグマ_en,zoo18.png,1,coin,5000,名作、あらいぐまラスカルで大人気になった。大好物はザリガニ。,名作、あらいぐまラスカルで大人気になった。大好物はザリガニ。_en
1019,animmal,none,コアラ,コアラ_en,zoo19.png,1,coin,5000,ユーカリしか食べない超ベジタリアン。2mもある盲腸でユーカリの毒素を無害にする身体能力は人間には真似できない。,ユーカリしか食べない超ベジタリアン。2mもある盲腸でユーカリの毒素を無害にする身体能力は人間には真似できない。_en
1020,animmal,none,ニホンザル,ニホンザル_en,zoo20.png,1,coin,5000,お尻が赤いで有名なサル。温泉に入ったりもできるまるで人間のようなサル。,お尻が赤いで有名なサル。温泉に入ったりもできるまるで人間のようなサル。_en
1021,animmal,none,皇帝ペンギン,皇帝ペンギン_en,zoo21.png,2,coin,10000,オスペンギンが卵を温める動物界一イクメンな動物。120日間も絶食して卵を温める為、子供が生まれる頃には激痩せしている。,オスペンギンが卵を温める動物界一イクメンな動物。120日間も絶食して卵を温める為、子供が生まれる頃には激痩せしている。_en
1022,animmal,none,イワトビペンギン,イワトビペンギン_en,zoo22.png,2,coin,10000,ぴょんぴょん跳ねるうさぎのようなペンギン。ペンギンの中では攻撃的な方なので、見かけても近寄らないようにしよう。,ぴょんぴょん跳ねるうさぎのようなペンギン。ペンギンの中では攻撃的な方なので、見かけても近寄らないようにしよう。_en
1023,animmal,none,ケープペンギン,ケープペンギン_en,zoo23.png,2,coin,10000,アフリカ生まれのアフリカ育ち。実はアフリカにいるペンギンはケープペンギンだけなので、完全に独壇場となっている。,アフリカ生まれのアフリカ育ち。実はアフリカにいるペンギンはケープペンギンだけなので、完全に独壇場となっている。_en
1024,animmal,none,アデリーペンギン,アデリーペンギン_en,zoo24.png,2,coin,10000,南極大陸では皇帝ペンギンと2トップとして君臨してるメジャーなペンギン。小石をめぐって生死をかけた戦いをする。,南極大陸では皇帝ペンギンと2トップとして君臨してるメジャーなペンギン。小石をめぐって生死をかけた戦いをする。_en
1025,animmal,none,ラッコ,ラッコ_en,zoo25.png,2,coin,10000,胸の上で貝を割る仕草は天使かと間違えるくらい可愛い。こう見えてもカワウソの仲間。魚介類が大好物。,胸の上で貝を割る仕草は天使かと間違えるくらい可愛い。こう見えてもカワウソの仲間。魚介類が大好物。_en
1026,animmal,none,セイウチ,セイウチ_en,zoo26.png,2,coin,10000,体長約3メートル、体重1トン以上という規格外な大きさ。強いオスは好きなメスを何頭でもはべらせる事ができる。,体長約3メートル、体重1トン以上という規格外な大きさ。強いオスは好きなメスを何頭でもはべらせる事ができる。_en
1027,animmal,none,ホワイトタイガー,ホワイトタイガー_en,zoo27.png,2,coin,10000,インドでは神聖なものと崇められている珍しい種類のトラ。肉食獣の中では最も大きい。,インドでは神聖なものと崇められている珍しい種類のトラ。肉食獣の中では最も大きい。_en
1028,animmal,none,ヤマイヌ,ヤマイヌ_en,zoo28.png,2,coin,10000,ペットの犬が何らかの理由で野良化したもの。たまに妖怪に間違えられる事に憤慨している。,ペットの犬が何らかの理由で野良化したもの。たまに妖怪に間違えられる事に憤慨している。_en
1029,animmal,none,サーベルタイガー,サーベルタイガー_en,zoo29.png,3,coin,25000,牙がとっても大きくて長いトラ。あまりに牙が長い為、エサを食べる時に硬くて大きな肉は噛めないらしい。,牙がとっても大きくて長いトラ。あまりに牙が長い為、エサを食べる時に硬くて大きな肉は噛めないらしい。_en
1030,animmal,none,ヒツジ,ヒツジ_en,zoo30.png,3,coin,25000,眠れない時に借り出される有名選手。なかなか眠れない人には大量のヒツジが消費される為、ヒツジ界では不人気。,眠れない時に借り出される有名選手。なかなか眠れない人には大量のヒツジが消費される為、ヒツジ界では不人気。_en
1031,animmal,none,オオカミ,オオカミ_en,zoo31.png,3,coin,25000,大きいものだと160cm、50kgにもなる犬の祖先。本気を出せば70キロのスピードで20分も追いかけてくる。,大きいものだと160cm、50kgにもなる犬の祖先。本気を出せば70キロのスピードで20分も追いかけてくる。_en
1032,animmal,none,アルパカ,アルパカ_en,zoo32.png,3,coin,25000,こう見えてもラクダの仲間。ふわふわもこもこでとても愛らしいが、危険が迫ると信じられないくらい臭い唾を吐く。,こう見えてもラクダの仲間。ふわふわもこもこでとても愛らしいが、危険が迫ると信じられないくらい臭い唾を吐く。_en
1033,animmal,none,ホッキョクグマ,ホッキョクグマ_en,zoo33.png,3,coin,25000,真っ白い毛が特徴的なクマ。見た目は可愛く見えるが好物はアザラシというハードな一面もある。,真っ白い毛が特徴的なクマ。見た目は可愛く見えるが好物はアザラシというハードな一面もある。_en
1034,animmal,none,トナカイ,トナカイ_en,zoo34.png,3,coin,25000,サンタクロースの有能な右腕。意外にも足が早く時速80kmで走る。寒い地方に住んでいる。,サンタクロースの有能な右腕。意外にも足が早く時速80kmで走る。寒い地方に住んでいる。_en
1035,animmal,none,孫悟空,孫悟空_en,zoo35.png,3,coin,25000,サルの中では伝説のサル。ここまで有名になったサルは未だかつていないだろう。,サルの中では伝説のサル。ここまで有名になったサルは未だかつていないだろう。_en
1036,animmal,none,トリケラトプス,トリケラトプス_en,zoo36.png,3,coin,50000,こう見えても草食系。いかつい角はもちろん強いが、首周りのフリフリに骨が入っていて硬いので実はフリルが強かったらしい。,こう見えても草食系。いかつい角はもちろん強いが、首周りのフリフリに骨が入っていて硬いので実はフリルが強かったらしい。_en
1037,animmal,none,マンモス,マンモス_en,zoo37.png,3,coin,50000,太古のゾウ。硬い体毛と大きな牙が特徴的。ゾウ界ではロン毛と呼ばれている。,太古のゾウ。硬い体毛と大きな牙が特徴的。ゾウ界ではロン毛と呼ばれている。_en
1038,animmal,none,ティラノサウルス,ティラノサウルス_en,zoo38.png,3,coin,50000,地球上に存在した肉食獣の中で最も大きい。300万年前は生態系のトップにいた。,地球上に存在した肉食獣の中で最も大きい。300万年前は生態系のトップにいた。_en
1039,animmal,none,龍,龍_en,zoo39.png,3,coin,50000,中国生まれの伝説の生き物。有名アニメや小説、映画など、結構忙しい霊獣。,中国生まれの伝説の生き物。有名アニメや小説、映画など、結構忙しい霊獣。_en
1040,animmal,none,ペガサス,ペガサス_en,zoo40.png,3,coin,50000,天空を駆ける天馬。羽が生えているので当然飛ぶことができる。正式名称はペーガソス。,天空を駆ける天馬。羽が生えているので当然飛ぶことができる。正式名称はペーガソス。_en
1041,animmal,none,タイガーマスク,タイガーマスク_en,zoo41.png,3,coin,50000,正義の味方。世のため人のために今日も悪者を退治し弱者に施しを与えている。,正義の味方。世のため人のために今日も悪者を退治し弱者に施しを与えている。_en
1042,animmal,none,キングライオン,キングライオン_en,zoo42.png,3,coin,50000,ライオンの中でも王様として高い地位を誇るライオン。付き人は不況に煽られ解雇したばかり。,ライオンの中でも王様として高い地位を誇るライオン。付き人は不況に煽られ解雇したばかり。_en
1043,animmal,none,シルクハットワニ,シルクハットワニ_en,zoo43.png,4,coin,100000,ワニ界の伯爵。育ちが良く喋るのも聞くのも上手い。口元に手が届かないので葉巻はメイドに世話してもらってる。,ワニ界の伯爵。育ちが良く喋るのも聞くのも上手い。口元に手が届かないので葉巻はメイドに世話してもらってる。_en
1044,animmal,none,ピンクゴリラ,ピンクゴリラ_en,zoo44.png,4,coin,100000,珍しいピンク色のゴリラ。その風貌から女性寄りの男性だと勘違いされることが多いが、清らかな乙女。,珍しいピンク色のゴリラ。その風貌から女性寄りの男性だと勘違いされることが多いが、清らかな乙女。_en
1045,animmal,none,レインボーウマ,レインボーウマ_en,zoo45.png,4,coin,100000,7色に輝く馬。まるで虹のように神々しい光を放っている。空は飛べない。,7色に輝く馬。まるで虹のように神々しい光を放っている。空は飛べない。_en
1046,animmal,none,カラフル麒麟,カラフル麒麟_en,zoo46.png,4,coin,100000,麒麟の枠を超えたファンタジーな麒麟。普通の麒麟が見ても仲間とは思わないくらいカラフル。,麒麟の枠を超えたファンタジーな麒麟。普通の麒麟が見ても仲間とは思わないくらいカラフル。_en
1047,animmal,none,羊の執事,羊の執事_en,zoo47.png,4,coin,100000,携帯の中で色々お世話してくれる羊・・・ではない。ただ羊の中では執事なだけ。,携帯の中で色々お世話してくれる羊・・・ではない。ただ羊の中では執事なだけ。_en
1048,animmal,none,メキシコアラ,メキシコアラ_en,zoo48.png,4,coin,100000,メキシコ帰りのアミーゴなコアラ。マラカスを振りながらいつも踊っている。タコスが好物。,メキシコ帰りのアミーゴなコアラ。マラカスを振りながらいつも踊っている。タコスが好物。_en
1049,animmal,none,サムパカ,サムパカ_en,zoo49.png,5,coin,500000,寒がりなアルパカ。いつもマフラーをしている。背中に載せてるパンダのぬいぐるみは親友のモンモンちゃん。,寒がりなアルパカ。いつもマフラーをしている。背中に載せてるパンダのぬいぐるみは親友のモンモンちゃん。_en
1050,animmal,none,ホッキョク親子,ホッキョク親子_en,zoo50.png,5,coin,500000,子供を背中に乗せたホッキョクグマ親子。クマがこのような行動をするのは珍しく、世界中が注目している。,子供を背中に乗せたホッキョクグマ親子。クマがこのような行動をするのは珍しく、世界中が注目している。_en
1051,animmal,none,サクラパンダ,サクラパンダ_en,zoo51.png,5,coin,1000000,桜模様の珍しいパンダ。桜の木の下で日焼けを楽しんでいたらこうなってしまったらしい。,桜模様の珍しいパンダ。桜の木の下で日焼けを楽しんでいたらこうなってしまったらしい。_en
1052,animmal,none,雷ペガサス,雷ペガサス_en,zoo52.png,5,coin,1000000,雷神様のつかいとして人間界にやってきたペガサス。自由に雷を操る事が出来る。,雷神様のつかいとして人間界にやってきたペガサス。自由に雷を操る事が出来る。_en
1053,animmal,none,稲妻サウルス,稲妻サウルス_en,zoo53.png,5,coin,1000000,体に電流が流れてる恐竜。ある日稲妻と一緒に落ちてきた珍しい産物。電柱が好物。,体に電流が流れてる恐竜。ある日稲妻と一緒に落ちてきた珍しい産物。電柱が好物。_en
1054,animmal,none,暗黒龍,暗黒龍_en,zoo54.png,5,coin,3000000,闇の世界を牛耳る龍。ブラック企業もこの龍が提案してこの世に定着したと言われている。,闇の世界を牛耳る龍。ブラック企業もこの龍が提案してこの世に定着したと言われている。_en
2001,kimodameshi,none,赤い人魂,赤い人魂_en,kimodameshi01.png,1,coin,1500,死んだ人が、強い思いを残して現世にとどまった霊,死んだ人が、強い思いを残して現世にとどまった霊_en
2002,kimodameshi,none,座敷童子,座敷童子_en,kimodameshi02.png,1,coin,1500,屋内に住んでいる子供の姿をした妖怪。２～１３歳くらいのおかっぱ頭の子供として目撃される。,屋内に住んでいる子供の姿をした妖怪。２～１３歳くらいのおかっぱ頭の子供として目撃される。_en
2003,kimodameshi,none,のっぺらぼう,のっぺらぼう_en,kimodameshi03.png,1,coin,1500,目、鼻、口などがない卵のような顔の人を驚かす妖怪。お肌の手入れはかかせないんだとか,目、鼻、口などがない卵のような顔の人を驚かす妖怪。お肌の手入れはかかせないんだとか_en
2004,kimodameshi,none,やまんば見習い,やまんば見習い_en,kimodameshi04.png,1,coin,1500,髪が長く、口の大きく裂けた老婆で、山中にいるとされる妖怪。子供をさらったり、食ったりする。,髪が長く、口の大きく裂けた老婆で、山中にいるとされる妖怪。子供をさらったり、食ったりする。_en
2005,kimodameshi,none,ろくろ首,ろくろ首_en,kimodameshi05.png,1,coin,1500,首が長く伸びるものと、首が胴体から離れ飛び回るものの２つの形態がある妖怪。特に悪さはしない,首が長く伸びるものと、首が胴体から離れ飛び回るものの２つの形態がある妖怪。特に悪さはしない_en
2006,kimodameshi,none,傘化け,傘化け_en,kimodameshi06.png,1,coin,1500,古びた傘が魂を持った妖怪。天気がいい日はひなたぼっこをしている。,古びた傘が魂を持った妖怪。天気がいい日はひなたぼっこをしている。_en
2007,kimodameshi,none,ゴーレム,ゴーレム_en,kimodameshi07.png,1,coin,3000,土や青銅、鉄などでできた、動く巨像。趣味は人間観察,土や青銅、鉄などでできた、動く巨像。趣味は人間観察_en
2008,kimodameshi,none,フランケンシュタイン,フランケンシュタイン_en,kimodameshi08.png,1,coin,3000,神の意思に背き作られた人造人間。うまくしゃべれないがめっちゃ頭いい,神の意思に背き作られた人造人間。うまくしゃべれないがめっちゃ頭いい_en
2009,kimodameshi,none,ドラキュラ,ドラキュラ_en,kimodameshi09.png,1,coin,3000,人の血を吸うのはもうやめたらしい。トマトジュースが好き,人の血を吸うのはもうやめたらしい。トマトジュースが好き_en
2010,kimodameshi,none,ゾンビ,ゾンビ_en,kimodameshi10.png,1,coin,3000,テンションがやたらと高い。のりで目玉を飛ばす,テンションがやたらと高い。のりで目玉を飛ばす_en
2011,kimodameshi,none,赤鬼,赤鬼_en,kimodameshi11.png,1,coin,3000,見た目によらず、実やいいやつ。お裁縫が得意,見た目によらず、実やいいやつ。お裁縫が得意_en
2012,kimodameshi,none,天狗,天狗_en,kimodameshi12.png,1,coin,3000,なんでもかんでも天狗のせいにされて困っているらしい。ソースは2ch,なんでもかんでも天狗のせいにされて困っているらしい。ソースは2ch_en
2013,kimodameshi,none,おばけ,おばけ_en,kimodameshi13.png,1,coin,3000,自分が何だったかも思い出せず悩んでいる。,自分が何だったかも思い出せず悩んでいる。_en
2014,kimodameshi,none,ゾンビ犬チワワ,ゾンビ犬チワワ_en,kimodameshi14.png,1,coin,5000,子供が大好き。でも近寄ると逃げられるのが寂しい,子供が大好き。でも近寄ると逃げられるのが寂しい_en
2015,kimodameshi,none,狼男,狼男_en,kimodameshi15.png,1,coin,5000,きれい好きで身だしなみはしっかり整えている。声はダンディ,きれい好きで身だしなみはしっかり整えている。声はダンディ_en
2016,kimodameshi,none,一つ目小僧,一つ目小僧_en,kimodameshi16.png,1,coin,5000,顔の真ん中に大きな目が一つある坊主頭の子供妖怪。夜道で突然現れ驚かされるが、ひどい悪さはしない,顔の真ん中に大きな目が一つある坊主頭の子供妖怪。夜道で突然現れ驚かされるが、ひどい悪さはしない_en
2017,kimodameshi,none,骨男,骨男_en,kimodameshi17.png,1,coin,5000,全身骨。筋トレをしているが効果はないみたい,全身骨。筋トレをしているが効果はないみたい_en
2018,kimodameshi,none,魔女のたまご,魔女のたまご_en,kimodameshi18.png,1,coin,5000,魔法はまだ使えないが、元気はイッパイ,魔法はまだ使えないが、元気はイッパイ_en
2019,kimodameshi,none,お菊さん,お菊さん_en,kimodameshi19.png,1,coin,5000,お化け屋敷の大御所！,お化け屋敷の大御所！_en
2020,kimodameshi,none,人体模型,人体模型_en,kimodameshi20.png,1,coin,5000,極めて勤勉。人に教えるのも得意,極めて勤勉。人に教えるのも得意_en
2021,kimodameshi,none,青い人魂,青い人魂_en,kimodameshi21.png,2,coin,10000,火力が強い。調理場によく呼び出される,火力が強い。調理場によく呼び出される_en
2022,kimodameshi,none,座敷童子・姉,座敷童子・姉_en,kimodameshi22.png,2,coin,10000,目つきが少しきつい。が、面倒見はとてもいい,目つきが少しきつい。が、面倒見はとてもいい_en
2023,kimodameshi,none,お化粧のっぺらぼう,お化粧のっぺらぼう_en,kimodameshi23.png,2,coin,10000,化粧に目覚めて自分で顔を書いている。でも、ふくわｒ,化粧に目覚めて自分で顔を書いている。でも、ふくわｒ_en
2024,kimodameshi,none,やまんば免許取得,やまんば免許取得_en,kimodameshi24.png,2,coin,10000,無事ライセンス取得！でも、まだまだおぼつかない様子,無事ライセンス取得！でも、まだまだおぼつかない様子_en
2025,kimodameshi,none,ロングろくろ首,ロングろくろ首_en,kimodameshi25.png,2,coin,10000,長い！そのかわり挟まりやすくなってますます生活しづらくなったとか,長い！そのかわり挟まりやすくなってますます生活しづらくなったとか_en
2026,kimodameshi,none,日傘化け,日傘化け_en,kimodameshi26.png,2,coin,10000,マダム御用達。UVカット99.9%,マダム御用達。UVカット99.9%_en
2027,kimodameshi,none,大理石のゴーレム,大理石のゴーレム_en,kimodameshi27.png,2,coin,10000,大理石で出来たゴーレム。じっとしているとたまに削られているらしい,大理石で出来たゴーレム。じっとしているとたまに削られているらしい_en
2028,kimodameshi,none,綺麗なフランケンシュタイン,綺麗なフランケンシュタイン_en,kimodameshi28.png,2,coin,10000,美容整形に成功したフランケン。誰だよ,美容整形に成功したフランケン。誰だよ_en
2029,kimodameshi,none,グラサンドラキュラ,グラサンドラキュラ_en,kimodameshi29.png,3,coin,25000,昼ドラを見たいがためにグラサンを着用。最近は夜眠いらしい。,昼ドラを見たいがためにグラサンを着用。最近は夜眠いらしい。_en
2030,kimodameshi,none,ラッパーゾンビ,ラッパーゾンビ_en,kimodameshi30.png,3,coin,25000,のりの良さからクラブに誘われた。天職らしい,のりの良さからクラブに誘われた。天職らしい_en
2031,kimodameshi,none,青鬼,青鬼_en,kimodameshi31.png,3,coin,25000,赤鬼と別れたあとは、ハワイに移住していたらしい,赤鬼と別れたあとは、ハワイに移住していたらしい_en
2032,kimodameshi,none,一本下駄天狗,一本下駄天狗_en,kimodameshi32.png,3,coin,25000,山に引きこもり状態。ネットがあればなんでもいいらしい,山に引きこもり状態。ネットがあればなんでもいいらしい_en
2033,kimodameshi,none,ハロウィンおばけ,ハロウィンおばけ_en,kimodameshi33.png,3,coin,25000,ハロウィンの時期は引っ張りだこ,ハロウィンの時期は引っ張りだこ_en
2034,kimodameshi,none,ゾンビ犬シェパード,ゾンビ犬シェパード_en,kimodameshi34.png,3,coin,25000,大柄だけど、とってもお利口。,大柄だけど、とってもお利口。_en
2035,kimodameshi,none,正装狼男,正装狼男_en,kimodameshi35.png,3,coin,25000,タキシードをまとった。苦手だけどリセットシューを愛用している,タキシードをまとった。苦手だけどリセットシューを愛用している_en
2036,kimodameshi,none,二つ目小僧,二つ目小僧_en,kimodameshi36.png,3,coin,50000,一つ目小僧が修行の末２つ目にレベルアップ！・・・ん？,一つ目小僧が修行の末２つ目にレベルアップ！・・・ん？_en
2037,kimodameshi,none,歌う骨男,歌う骨男_en,kimodameshi37.png,3,coin,50000,最近の骨男は剣が使えて歌も歌えるらしい。,最近の骨男は剣が使えて歌も歌えるらしい。_en
2038,kimodameshi,none,魔女,魔女_en,kimodameshi38.png,3,coin,50000,普段は薬を作ったりしている。暇を見つけては洋服を仕立てている,普段は薬を作ったりしている。暇を見つけては洋服を仕立てている_en
2039,kimodameshi,none,サダ子さん,サダ子さん_en,kimodameshi39.png,3,coin,50000,井戸在住。ビデオがあればどこにでも出張出来るらしい。ノリノリの歌に合わせて踊るのが得意,井戸在住。ビデオがあればどこにでも出張出来るらしい。ノリノリの歌に合わせて踊るのが得意_en
2040,kimodameshi,none,人体模型先生,人体模型先生_en,kimodameshi40.png,3,coin,50000,白衣を着ていた所、学校にスカウトされた。まんざらでもない,白衣を着ていた所、学校にスカウトされた。まんざらでもない_en
2041,kimodameshi,none,なぜなぜジェイソン,なぜなぜジェイソン_en,kimodameshi41.png,3,coin,50000,Why Japanese people!? マスクは毎日別のものを用意しているオシャレさん,Why Japanese people!? マスクは毎日別のものを用意しているオシャレさん_en
2042,kimodameshi,none,日本人形,日本人形_en,kimodameshi42.png,3,coin,50000,伝統的な日本人形。最近の子に気味悪がられてちょっと傷ついているらしい,伝統的な日本人形。最近の子に気味悪がられてちょっと傷ついているらしい_en
2043,kimodameshi,none,子供遊び,子供遊び_en,kimodameshi43.png,4,coin,100000,日本人形に負けじと参戦！したはいいがどうやら日本人形ちゃんとお近づきになりたいらしい,日本人形に負けじと参戦！したはいいがどうやら日本人形ちゃんとお近づきになりたいらしい_en
2044,kimodameshi,none,マッドピエロ,マッドピエロ_en,kimodameshi44.png,4,coin,100000,堕ちてもプロ根性はなくしてないらしい。誰にもいえないが、実はカツラではないらしい・・・,堕ちてもプロ根性はなくしてないらしい。誰にもいえないが、実はカツラではないらしい・・・_en
2045,kimodameshi,none,雪少女,雪少女_en,kimodameshi45.png,4,coin,100000,幼き雪女。両親の影響のためかまったく邪気がない。かわいい（かわいい）,幼き雪女。両親の影響のためかまったく邪気がない。かわいい（かわいい）_en
2046,kimodameshi,none,大蛇,大蛇_en,kimodameshi46.png,4,coin,100000,体が大きいが、普段は不便なので小さくなっているらしい。,体が大きいが、普段は不便なので小さくなっているらしい。_en
2047,kimodameshi,none,濡れ女,濡れ女_en,kimodameshi47.png,4,coin,100000,ちょっとストーカー気質で、惚れた相手のことは全部知ってないと気がすまないらしい。なお自覚は無い模様,ちょっとストーカー気質で、惚れた相手のことは全部知ってないと気がすまないらしい。なお自覚は無い模様_en
2048,kimodameshi,none,ジャックオーランタン,ジャックオーランタン_en,kimodameshi48.png,4,coin,100000,カボチャのお化け。誰も見てないときはリラックスして気が抜けた顔をしているらしい,カボチャのお化け。誰も見てないときはリラックスして気が抜けた顔をしているらしい_en
2049,kimodameshi,none,化け猫,化け猫_en,kimodameshi49.png,5,coin,500000,気づいたら化け猫になっていたが、本人は気にしていない。居眠りが大好き,気づいたら化け猫になっていたが、本人は気にしていない。居眠りが大好き_en
2050,kimodameshi,none,妖狐,妖狐_en,kimodameshi50.png,5,coin,500000,ガーデニングが趣味。地獄からあまった血をもらっているらしい。,ガーデニングが趣味。地獄からあまった血をもらっているらしい。_en
2051,kimodameshi,none,おしゃれな日本人形,おしゃれな日本人形_en,kimodameshi51.png,5,coin,1000000,目覚めちゃった。小さい子からもソンケーのまなざしに！,目覚めちゃった。小さい子からもソンケーのまなざしに！_en
2052,kimodameshi,none,モンスター娘,モンスター娘_en,kimodameshi52.png,5,coin,1000000,抱き枕でも大人気のラミーアちゃん！,抱き枕でも大人気のラミーアちゃん！_en
2053,kimodameshi,none,子連れジャックオーランタン,子連れジャックオーランタン_en,kimodameshi53.png,5,coin,1000000,つれて歩いたり、頭に載せたり仲のいい親子。見ていてにやけてしまう,つれて歩いたり、頭に載せたり仲のいい親子。見ていてにやけてしまう_en
2054,kimodameshi,none,雪女,雪女_en,kimodameshi54.png,5,coin,3000000,恋に一途なゆきおんな,恋に一途なゆきおんな_en
